#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-04-29T19:05:24 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ae6170c1272	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&HTTPPRM:&
#-c=VFTS 682
#-c.eq=J2000
#-c.r= 10
#-c.u=arcmin
#-c.geom=b
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=RV
#-out=e_RV
#
#INFO	-c=084.731358-69.074089,bm=10.000000/10.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|RV|e_RV|deg|mas|deg|mas|mas|mas|mas/yr|mas/yr|mas/yr|mas/yr|km/s|km/s
#----------------------------|---------------|-------|---------------|-------|----------|-------|---------|------|---------|------|-------|-----
Gaia DR2 4657679277036897664|084.81487541291| 0.2044|-69.15537386448| 0.2571|    0.0299| 0.2160|    2.422| 0.455|    1.313| 0.495|       |
Gaia DR2 4657679277071600896|084.81075975887| 2.1738|-69.14770863756| 2.0330|    1.8996| 1.7208|    4.552| 4.209|   -4.465| 3.959|       |
Gaia DR2 4657679556212377088|084.74778924538| 2.6698|-69.13960375291| 3.0301|          |       |         |      |         |      |       |
Gaia DR2 4657679281354742912|084.81077587098| 1.6747|-69.15286292906| 1.2187|          |       |         |      |         |      |       |
Gaia DR2 4657679281354743552|084.81645150022| 0.3427|-69.15010469582| 0.4122|   -0.1949| 0.3533|    1.013| 0.761|   -0.525| 0.820|       |
Gaia DR2 4657679315714480128|084.81644872247| 0.5212|-69.14514257143| 0.7341|    2.7778| 0.5374|   12.414| 1.300|   33.879| 1.667|       |
Gaia DR2 4657679277071597824|084.80152869033| 1.4374|-69.15512551638| 1.5784|    0.7970| 1.4277|    4.795| 3.097|   -4.331| 3.598|       |
Gaia DR2 4657679380126751232|084.76112605040| 0.7989|-69.13231034506| 0.9115|   -0.5672| 0.8341|    1.997| 1.599|    5.447| 1.671|       |
Gaia DR2 4657679311431336576|084.80192242404| 1.3142|-69.14335498742| 1.3626|    0.2147| 1.2400|   -1.390| 2.671|   -0.872| 2.648|       |
Gaia DR2 4657679281354741504|084.80599693911| 0.0338|-69.15296510409| 0.0404|    0.0238| 0.0380|    2.810| 0.068|    0.464| 0.070|       |
Gaia DR2 4657679380150655872|084.76001923164| 0.9739|-69.12273825694| 1.6175|    0.1015| 0.8510|    1.592| 1.970|   -0.771| 2.880|       |
Gaia DR2 4657679380116049152|084.79374695288| 0.2035|-69.13481157119| 0.3147|    0.4448| 0.2388|    1.974| 0.407|   -0.069| 0.500|       |
Gaia DR2 4657679380150655488|084.75885273226| 1.5881|-69.12426114385| 2.6250|          |       |         |      |         |      |       |
Gaia DR2 4657679315714724608|084.83806168743| 0.8125|-69.15070756239| 0.8942|    3.3249| 0.7655|   10.354| 1.839|   10.959| 1.859|       |
Gaia DR2 4657679380150656768|084.76341329587| 0.6108|-69.13557456071| 0.7802|    0.1871| 0.6391|    3.004| 1.251|    0.589| 1.349|       |
Gaia DR2 4657679345790918272|084.76343322728| 0.7905|-69.14133554897| 1.1670|    0.2926| 0.8438|    1.997| 1.942|   12.156| 2.275|       |
Gaia DR2 4657679380151128320|084.75970988074| 1.0317|-69.13435053769| 1.2762|          |       |         |      |         |      |       |
Gaia DR2 4657679384433950720|084.79422511567| 0.1856|-69.13739084955| 0.2449|   -0.1166| 0.2002|    1.302| 0.388|    0.247| 0.424|       |
Gaia DR2 4657679277071989504|084.83154477160| 2.5608|-69.15554828919| 2.5018|          |       |         |      |         |      |       |
Gaia DR2 4657679345791314688|084.78950543915| 8.0565|-69.14353852530| 6.0937|          |       |         |      |         |      |       |
Gaia DR2 4657679380150653952|084.75449803491| 1.4167|-69.13099016967| 2.0939|          |       |         |      |         |      |       |
Gaia DR2 4657679311431728384|084.83379005746| 1.0272|-69.15208383282| 0.9075|    0.5365| 0.8820|    9.818| 2.509|   -0.062| 2.455|       |
Gaia DR2 4657679311431728128|084.83190205507| 1.2025|-69.14127104347| 1.1219|   -0.1000| 1.1991|    1.163| 2.636|   -3.753| 2.896|       |
Gaia DR2 4657679384413276928|084.76644102988| 1.1600|-69.12643997870| 1.3593|   -0.9405| 1.1378|    2.115| 2.669|   -0.788| 2.614|       |
Gaia DR2 4657679384413276672|084.76647010613| 1.9608|-69.12979791630| 2.8109|          |       |         |      |         |      |       |
Gaia DR2 4657679311431729024|084.83511465547| 0.9746|-69.15100889297| 1.2322|    0.8226| 0.9201|    3.722| 2.246|   -6.874| 2.523|       |
Gaia DR2 4657679315694233472|084.80721576919| 3.4825|-69.13622521160| 3.0596|          |       |         |      |         |      |       |
Gaia DR2 4657679315714488320|084.84502648728| 0.2125|-69.14477726255| 0.2365|    0.1850| 0.2172|    1.888| 0.448|   -0.213| 0.466|       |
Gaia DR2 4657679384413277696|084.76403839189| 2.4079|-69.12923935275| 3.1547|          |       |         |      |         |      |       |
Gaia DR2 4657679384413277824|084.76258435754| 2.0040|-69.13259832670| 2.6467|          |       |         |      |         |      |       |
Gaia DR2 4657679350053535872|084.77304582695| 2.7453|-69.14398089183|19.3251|          |       |         |      |         |      |       |
Gaia DR2 4657679350074459776|084.76344306907| 0.0406|-69.13842929428| 0.0416|   -0.1038| 0.0398|    1.518| 0.082|    0.534| 0.076|       |
Gaia DR2 4657679277071605888|084.82660966358| 1.5258|-69.15684160732| 1.4960|   -0.1805| 1.6925|   -1.957| 3.498|    0.465| 4.189|       |
Gaia DR2 4657679315714487168|084.83100831990| 0.3064|-69.15217353562| 0.3734|    1.0757| 0.3330|    2.459| 0.636|   -0.858| 0.691|       |
Gaia DR2 4657679350054080128|084.76708365446| 4.3405|-69.13943946001| 4.7929|          |       |         |      |         |      |       |
Gaia DR2 4657679350052686848|084.78348013535| 0.1423|-69.15064779063| 0.1722|    0.1975| 0.1532|    1.507| 0.300|    0.363| 0.329|       |
Gaia DR2 4657679315692948608|084.79985619509| 0.6161|-69.13530699257| 0.6911|    0.8006| 0.5848|    4.087| 1.335|    2.334| 1.389|       |
Gaia DR2 4657679380150663168|084.78586426323| 0.6113|-69.14063302512| 0.6797|    1.1130| 0.5872|    1.810| 1.352|   -1.917| 1.339|       |
Gaia DR2 4657679311431731968|084.84191120693| 7.5535|-69.14827118445| 3.2946|          |       |         |      |         |      |       |
Gaia DR2 4657679345790926080|084.79021702036| 0.6718|-69.15419441012| 0.8192|   -1.5492| 0.7001|   -1.609| 1.634|   -2.192| 1.621|       |
Gaia DR2 4657679345767019136|084.77175475302| 0.4361|-69.13864711441| 0.5376|    0.2516| 0.4572|    1.915| 0.935|    2.912| 1.052|       |
Gaia DR2 4657679384412887552|084.76696744230| 1.1474|-69.13313374642| 1.1402|   -1.5831| 0.9769|    4.540| 2.324|    2.126| 2.109|       |
Gaia DR2 4657679380150664960|084.79203331343| 1.2437|-69.13285785949| 1.6561|   -2.6262| 1.3247|   -2.500| 2.842|    6.255| 2.654|       |
Gaia DR2 4657679350052685056|084.78565146138| 0.4231|-69.14253129502| 0.5376|    0.5687| 0.4077|    0.995| 1.031|    0.980| 1.078|       |
Gaia DR2 4657679311431732864|084.84412989691| 0.9355|-69.15057773196| 0.9760|    0.1976| 0.8087|    2.644| 2.328|    3.445| 2.065|       |
Gaia DR2 4657679311431729152|084.83485905019| 6.6947|-69.14988943558|17.0177|          |       |         |      |         |      |       |
Gaia DR2 4657679277071991552|084.83643179897| 1.8132|-69.15454590934| 1.5903|    0.7961| 1.3528|    1.254| 4.155|    1.665| 3.225|       |
Gaia DR2 4657679281354744320|084.81232330635| 0.1125|-69.15665132807| 0.1419|   -0.0485| 0.1273|    1.725| 0.235|    0.399| 0.251|       |
Gaia DR2 4657679315714483456|084.82570708635| 0.0252|-69.14677069427| 0.0263|    0.5826| 0.0265|    1.862| 0.047|    3.823| 0.047|       |
Gaia DR2 4657679311431110528|084.82293955148| 0.2574|-69.14654684265| 0.2988|   -0.0922| 0.2636|    1.314| 0.545|    0.653| 0.587|       |
Gaia DR2 4657679345790924416|084.78556424891| 0.4338|-69.14840591105| 0.5575|   -0.5246| 0.4522|    0.989| 1.009|    0.083| 1.123|       |
Gaia DR2 4657679380150659072|084.77189727131| 0.5732|-69.12578705382| 0.7941|   -0.4363| 0.6216|    3.028| 1.171|    3.344| 1.384|       |
Gaia DR2 4657679380150584064|084.77492742269| 0.2063|-69.13238707640| 0.2485|   -0.1190| 0.2216|    2.008| 0.420|    1.548| 0.496|       |
Gaia DR2 4657679345790845568|084.77478089535| 0.3872|-69.14523828676| 0.5119|    0.1788| 0.4028|    3.921| 0.830|    0.851| 1.001|       |
Gaia DR2 4657679311396605568|084.80269735889| 1.5550|-69.13631892394| 1.4052|   -0.2985| 1.2580|    0.158| 3.340|    8.026| 2.613|       |
Gaia DR2 4657679345790845952|084.77581152999| 0.2481|-69.14911731013| 0.3344|    0.5751| 0.2576|    2.014| 0.571|    3.766| 0.668|       |
Gaia DR2 4657679380150660224|084.77543155509| 0.4081|-69.12913194383| 0.5366|    0.3388| 0.4208|    1.749| 0.824|    0.484| 0.943|       |
Gaia DR2 4657679380150585216|084.78279439925| 0.2155|-69.13268332633| 0.2934|    0.0426| 0.2326|    2.428| 0.439|    0.851| 0.535|       |
Gaia DR2 4657679345790918784|084.76505577775| 0.6489|-69.14464371490| 0.8859|   -0.7427| 0.7064|    1.046| 1.390|    3.650| 1.597|       |
Gaia DR2 4657679380150796928|084.75679939895| 3.3729|-69.12406315785| 7.2776|          |       |         |      |         |      |       |
Gaia DR2 4657679380150657920|084.76875534117| 0.6887|-69.12759478185| 0.9331|    0.0296| 0.7125|    3.753| 1.424|    0.620| 1.702|       |
Gaia DR2 4657679281333217280|084.80033547549| 0.4111|-69.14987554022| 0.5783|   -0.4352| 0.4539|    0.159| 0.982|    1.602| 1.118|       |
Gaia DR2 4657679345790919936|084.77096781205| 0.5991|-69.14302526875| 0.8306|   -0.0462| 0.6374|    0.370| 1.284|    1.911| 1.530|       |
Gaia DR2 4657679277036852352|084.79833242647| 0.1760|-69.15111513692| 0.2112|    0.3775| 0.1821|    1.209| 0.389|    0.755| 0.412|       |
Gaia DR2 4657679311384066048|084.81408507028| 0.4769|-69.13863615596| 0.5013|    0.3260| 0.4461|    1.622| 1.027|    0.984| 1.010|       |
Gaia DR2 4657679281333217920|084.80006826784| 0.8789|-69.15105095823| 1.5069|   -1.4502| 1.2023|   -4.563| 1.856|   -7.139| 2.616|       |
Gaia DR2 4657679350052675072|084.76330397638| 0.1445|-69.14455033055| 0.1637|    0.1577| 0.1545|    2.008| 0.277|    0.293| 0.291|       |
Gaia DR2 4657679277071456640|084.81011083543| 0.6544|-69.15378248999| 0.7754|    1.2398| 0.6352|    3.135| 1.385|    0.122| 1.496|       |
Gaia DR2 4657679277036926208|084.82343592917| 0.2391|-69.15286911556| 0.2933|   -0.1732| 0.2543|    0.349| 0.521|    0.779| 0.563|       |
Gaia DR2 4657679277071457280|084.81068362471| 0.3363|-69.15326013303| 0.4729|   -0.6578| 0.3694|    1.131| 0.767|    1.836| 0.881|       |
Gaia DR2 4657679380103540864|084.77345082046| 0.1880|-69.13350046550| 0.2209|   -0.2441| 0.1957|    2.145| 0.385|    1.179| 0.392|       |
Gaia DR2 4657679380126773632|084.79173248082| 0.4263|-69.13136724857| 0.5903|    0.1711| 0.4747|    0.677| 0.861|   -1.182| 1.021|       |
Gaia DR2 4657679277071454336|084.80362320360| 0.5960|-69.14948732525| 0.8225|   -0.2112| 0.6285|    3.245| 1.460|   -2.717| 1.581|       |
Gaia DR2 4657679384412408192|084.76198441184| 2.5697|-69.13220042524| 4.5151|          |       |         |      |         |      |       |
Gaia DR2 4657679315693415040|084.80143805022| 1.1016|-69.13806743901| 1.1164|    0.6991| 1.0587|    1.079| 2.456|   -1.037| 2.477|       |
Gaia DR2 4657679311431193472|084.80574850085| 0.2796|-69.14337903911| 0.3540|   -0.0602| 0.2747|    1.337| 0.666|    0.343| 0.672|       |
Gaia DR2 4657679380103542400|084.79554570223| 0.4688|-69.13857560316| 0.5349|   -1.1071| 0.4446|    2.040| 1.044|    1.757| 0.988|       |
Gaia DR2 4657679384433816832|084.76876806649| 0.0612|-69.12673339725| 0.0731|   -0.1199| 0.0665|    1.691| 0.119|    0.650| 0.133|       |
Gaia DR2 4657679277071456000|084.80884023789| 0.8031|-69.14714444097| 0.9420|    0.2928| 0.8005|    0.980| 1.926|    1.252| 1.984|       |
Gaia DR2 4657679384433817472|084.79485420048| 0.1251|-69.13246397516| 0.1585|   -0.2494| 0.1402|    1.210| 0.241|   12.597| 0.280|       |
Gaia DR2 4657679384433817216|084.77185584641| 0.6165|-69.13142963046| 0.7592|   -0.0194| 0.6425|    0.310| 1.250|    4.554| 1.386|       |
Gaia DR2 4657679277071452160|084.79954322463| 0.3254|-69.15667281190| 0.4218|    0.1839| 0.3396|    0.976| 0.760|    0.592| 0.813|       |
Gaia DR2 4657679380103540096|084.75763087739| 0.1046|-69.13389849762| 0.1189|   -0.2346| 0.1068|    1.983| 0.218|    0.690| 0.224|       |
Gaia DR2 4657679380103539712|084.75406730710| 0.0510|-69.13301796878| 0.0572|    0.0190| 0.0531|    1.560| 0.101|    0.468| 0.105|       |
Gaia DR2 4657679311431191424|084.80101070914| 1.9182|-69.14375067069| 1.7520|          |       |         |      |         |      |       |
Gaia DR2 4657679384412891392|084.79633215173| 7.1929|-69.13839230953| 9.0311|          |       |         |      |         |      |       |
Gaia DR2 4657679380126747904|084.75765558771| 0.3395|-69.13001979390| 0.4635|   -1.8126| 0.3778|    0.538| 0.681|    1.740| 0.827|       |
Gaia DR2 4657679277071453440|084.80163536267| 0.3429|-69.14658973243| 0.5408|    0.0101| 0.3398|    0.740| 0.771|    1.241| 1.002|       |
Gaia DR2 4657679277071453184|084.80139699855| 0.6931|-69.15677522052| 0.7576|   -0.6954| 0.7124|    0.721| 1.529|    0.707| 1.569|       |
Gaia DR2 4657679384412407040|084.76080872838|20.4578|-69.13133360352| 5.7349|          |       |         |      |         |      |       |
Gaia DR2 4657679311431591168|084.80694081706|14.7173|-69.14362561351|12.7400|          |       |         |      |         |      |       |
Gaia DR2 4657679384433817344|084.79290185203| 0.2320|-69.13409160060| 0.3573|    0.1748| 0.2717|    2.728| 0.464|   -0.176| 0.568|       |
Gaia DR2 4657679315714484224|084.82385154780| 0.3202|-69.15053409943| 0.3808|    0.0934| 0.3296|    1.311| 0.704|    1.733| 0.770|       |
Gaia DR2 4657679384412406912|084.75985095925| 3.7044|-69.13089229965| 3.8485|          |       |         |      |         |      |       |
Gaia DR2 4657679384412195968|084.79679036591| 0.0888|-69.13511152131| 0.1180|    0.2453| 0.0983|    0.691| 0.174|    8.582| 0.205|       |
Gaia DR2 4657679384433816960|084.76712117756| 0.3219|-69.13063392336| 0.4186|   -0.4459| 0.3513|    1.617| 0.631|    0.663| 0.737|       |
Gaia DR2 4657679277071450368|084.79440467076| 0.5336|-69.15287641241| 0.6526|   -0.7206| 0.5541|    1.635| 1.230|    1.704| 1.386|       |
Gaia DR2 4657679380150665344|084.79366428578| 0.4947|-69.13312214986| 0.6779|   -0.6131| 0.5320|    1.554| 0.996|   -1.750| 1.166|       |
Gaia DR2 4657679277071451008|084.79577479614| 0.3320|-69.15036313016| 0.4182|    0.2530| 0.3462|    1.408| 0.758|   -0.505| 0.831|       |
Gaia DR2 4657679384433817088|084.77453593201| 0.0571|-69.12638410149| 0.0683|   -0.0822| 0.0619|    1.414| 0.110|    0.800| 0.121|       |
Gaia DR2 4657679350052682496|084.77677284081| 0.3806|-69.14545109483| 0.3682|   -0.6966| 0.3334|   -0.210| 0.803|    0.016| 0.884|       |
Gaia DR2 4657679350052671488|084.75721172193| 0.5748|-69.13962564792| 0.7444|   -0.3481| 0.6174|    2.066| 1.217|    0.390| 1.336|       |
Gaia DR2 4657679311431190144|084.79827243557| 0.3452|-69.14140746018| 0.4197|   -0.3989| 0.3708|    1.356| 0.730|    0.757| 0.756|       |
Gaia DR2 4657679384413711360|084.76159199376| 3.4366|-69.13007195315| 4.9741|          |       |         |      |         |      |       |
Gaia DR2 4657679277036855680|084.79950407479| 0.1929|-69.14933696483| 0.2505|    0.0459| 0.2099|    1.761| 0.418|   -0.202| 0.457|       |
Gaia DR2 4657679350053971712|084.75589899502| 5.9554|-69.14455818207| 8.7137|          |       |         |      |         |      |       |
Gaia DR2 4657679311431199104|084.82220516839| 0.3668|-69.14122961747| 0.4023|   -0.9253| 0.3538|    1.063| 0.779|    2.813| 0.805|       |
Gaia DR2 4657679277071460480|084.82129266280| 1.0916|-69.15685985113| 1.3141|   -1.4722| 1.1853|   -2.825| 2.334|    6.362| 2.905|       |
Gaia DR2 4657679311431199232|084.82227669800| 0.3374|-69.14224636208| 0.3710|    0.1157| 0.3372|    1.573| 0.718|    1.035| 0.765|       |
Gaia DR2 4657679311431200000|084.82592121748| 0.7136|-69.15002689405| 0.8714|   -0.6578| 0.7124|    0.312| 1.713|   -0.227| 1.883|       |
Gaia DR2 4657679277036865024|084.80279927968| 0.1261|-69.14677429710| 0.1493|   -0.2112| 0.1356|    1.654| 0.255|    0.943| 0.266|       |
Gaia DR2 4657679281333236224|084.82420293722| 0.4780|-69.15095321508| 0.6490|    0.1136| 0.4928|    1.392| 1.122|   -1.625| 1.356|       |
Gaia DR2 4657679311431200256|084.82745059657| 0.3623|-69.14983873271| 0.4101|   -0.2242| 0.3629|    0.530| 0.772|    0.911| 0.825|       |
Gaia DR2 4657679277071458304|084.81375786893| 0.7199|-69.14926967498| 0.8639|   -0.9815| 0.7216|    3.527| 1.708|    1.697| 1.795|       |
Gaia DR2 4657679277071459072|084.81644202729| 0.5017|-69.15412865676| 0.6156|   -0.0923| 0.5068|    3.009| 1.240|    1.005| 1.301|       |
Gaia DR2 4657679345790923392|084.78181184977| 0.6090|-69.14457146751| 0.8228|    1.0641| 0.6131|    2.631| 1.396|   -0.290| 1.694|       |
Gaia DR2 4657679277071944960|084.84037330816| 0.4715|-69.15631357223| 0.5897|    0.0693| 0.4854|    1.066| 1.109|    0.875| 1.205|       |
Gaia DR2 4657679311431732096|084.84225893875| 1.5051|-69.15500537049| 1.2352|   -0.4566| 1.3908|    1.794| 3.564|   -8.629| 3.466|       |
Gaia DR2 4657679315693919360|084.81944738737| 5.8362|-69.13909468338| 3.5368|          |       |         |      |         |      |       |
Gaia DR2 4657679315692979840|084.84246990809| 0.1243|-69.14456748781| 0.1369|   -0.0137| 0.1264|    1.296| 0.258|    0.102| 0.261|       |
Gaia DR2 4657679350074213632|084.78639486048| 0.3903|-69.15179530292| 0.5119|    0.3439| 0.4202|    0.124| 0.937|   -1.544| 1.085|       |
Gaia DR2 4657679380150654720|084.75610897040| 1.0998|-69.12695907951| 1.2593|   -0.8659| 0.8564|    4.400| 2.424|    4.557| 2.434|       |
Gaia DR2 4657679380150654080|084.75460634499| 1.2625|-69.12861339508| 1.5251|          |       |         |      |         |      |       |
Gaia DR2 4657679311396625792|084.80926301632| 1.3524|-69.13986136485| 1.2399|    0.7116| 0.9855|    4.923| 3.219|   -2.083| 2.789|       |
Gaia DR2 4657679350053150336|084.75891599467| 0.6875|-69.13865115805| 0.7715|    0.0187| 0.6735|    4.111| 1.504|    0.564| 1.399|       |
Gaia DR2 4657679315714477312|084.80949105551| 0.5680|-69.13698871019| 0.6347|    0.2794| 0.5778|    2.100| 1.154|    0.401| 1.200|       |
Gaia DR2 4657679345791291520|084.75793211606| 2.7214|-69.14461947577|17.3388|          |       |         |      |         |      |       |
Gaia DR2 4657679277036884992|084.81012307204| 0.3016|-69.15551389997| 0.4116|   -0.2319| 0.3319|    1.308| 0.694|   -0.003| 0.763|       |
Gaia DR2 4657679350074654080|084.75577647086| 3.3213|-69.14222840313| 6.0062|          |       |         |      |         |      |       |
Gaia DR2 4657679315714481024|084.82198037231| 3.3270|-69.14100678656| 2.1783|          |       |         |      |         |      |       |
Gaia DR2 4657679380150805632|084.78203394523| 2.4811|-69.13521809472| 2.6846|          |       |         |      |         |      |       |
Gaia DR2 4657679380150794496|084.75199993498| 2.0823|-69.12913141843| 3.1827|          |       |         |      |         |      |       |
Gaia DR2 4657679315714912384|084.80685311043| 1.3540|-69.13719008970| 1.5191|    1.5506| 1.3494|    4.591| 2.899|   -3.860| 2.811|       |
Gaia DR2 4657679384433941248|084.75952887110| 3.4270|-69.13079679614| 2.6079|          |       |         |      |         |      |       |
Gaia DR2 4657679380150663680|084.78833346783| 0.7474|-69.13830815797| 1.0945|   -1.2105| 0.8665|    0.169| 1.651|    0.786| 1.768|       |
Gaia DR2 4657679384433941120|084.75905276172| 2.5805|-69.13406665916| 3.0242|          |       |         |      |         |      |       |
Gaia DR2 4657679380150659584|084.77321294492| 0.5476|-69.12644040656| 1.0694|          |       |         |      |         |      |       |
Gaia DR2 4657679277036881536|084.80662605772| 0.4599|-69.14973559365| 0.6269|    0.1341| 0.5039|    2.296| 1.060|    1.015| 1.164|       |
Gaia DR2 4657679384434390016|084.79203322988| 0.9693|-69.13822001623| 1.1599|    1.0617| 0.9492|    2.685| 2.109|    0.404| 2.010|       |
Gaia DR2 4657679315714910720|084.81931061055| 0.8687|-69.13846937171| 0.8369|    0.2507| 0.7722|   -1.789| 1.933|   -0.436| 1.858|       |
Gaia DR2 4657679345791055104|084.74858502668| 0.5249|-69.14290294569| 0.6653|   -0.2682| 0.5530|    1.388| 1.113|    0.464| 1.305|       |
Gaia DR2 4657679380150659456|084.77317894500| 0.3984|-69.12839256506| 0.5476|   -0.8205| 0.4194|    1.680| 0.825|    0.635| 0.915|       |
Gaia DR2 4657679315692978688|084.83146131246| 0.4364|-69.15206745848| 0.6635|    0.5182| 0.5103|    0.854| 1.150|   -0.064| 1.645|       |
Gaia DR2 4657679345791054848|084.74798142413| 1.3256|-69.14017956113| 1.5459|    0.3515| 1.3176|   -3.668| 2.609|   -1.588| 2.737|       |
Gaia DR2 4657679350074201472|084.74958342751| 0.0618|-69.13743851601| 0.0683|   -0.0578| 0.0653|    1.668| 0.123|    0.597| 0.127|       |
Gaia DR2 4657679315714911232|084.81163541080| 1.1407|-69.14691279689| 1.0636|    0.4412| 1.0302|    3.761| 2.472|    2.389| 2.317|       |
Gaia DR2 4657679380150793984|084.75005306422| 1.8311|-69.13091926571| 2.0685|          |       |         |      |         |      |       |
Gaia DR2 4657679380150582784|084.76406941124| 0.2326|-69.13266997541| 0.2798|   -0.2317| 0.2444|    1.473| 0.477|    0.646| 0.494|       |
Gaia DR2 4657679345790844800|084.76842951392| 0.3731|-69.14429983188| 0.4669|    0.5623| 0.4025|   -3.337| 0.758|    8.784| 0.826|       |
Gaia DR2 4657679345791071232|084.79354809592| 0.9208|-69.15460542730| 1.2304|   -0.1568| 0.8846|   -2.742| 3.103|   -2.159| 2.817|       |
Gaia DR2 4657679345790917760|084.76201287832| 0.4915|-69.14465235887| 0.9431|          |       |         |      |         |      |       |
Gaia DR2 4657679315714489856|084.84114250924| 0.2035|-69.15287649188| 0.2487|    0.1716| 0.2130|    1.889| 0.452|    1.734| 0.495|       |
Gaia DR2 4657679380150808832|084.79134751521| 9.1018|-69.13227789379| 6.0608|          |       |         |      |         |      |       |
Gaia DR2 4657679281355170816|084.83241782470| 0.6769|-69.15331242666| 0.8463|   -0.5329| 0.7303|    0.211| 1.785|    0.457| 1.849|       |
Gaia DR2 4657679315714910080|084.82521376853| 1.3133|-69.14153291384| 1.2531|   -0.3992| 1.2427|    2.996| 3.012|    4.093| 2.989|       |
Gaia DR2 4657679277017599616|084.80993217725| 0.2052|-69.15035098592| 0.2362|   -0.1662| 0.2129|    1.930| 0.432|    0.391| 0.457|       |
Gaia DR2 4657679345791297536|084.76543108386| 6.1477|-69.14250463262| 6.1907|          |       |         |      |         |      |       |
Gaia DR2 4657679350074210560|084.77577342256| 0.4956|-69.14665141542| 0.6398|    0.4012| 0.5036|    3.217| 1.116|    2.364| 1.315|       |
Gaia DR2 4657679380150803584|084.77591055396| 1.8403|-69.13046785451| 2.1883|    0.6447| 2.0451|   -3.448| 4.441|    0.976| 4.970|       |
Gaia DR2 4657679384433945344|084.78053651583| 0.0308|-69.12946394353| 0.0366|   -0.0923| 0.0338|    1.692| 0.061|    0.691| 0.062|       |
Gaia DR2 4657679350074211840|084.78587533935| 0.2334|-69.14288966886| 0.3040|   -0.1069| 0.2387|    1.321| 0.530|   -0.040| 0.598|       |
Gaia DR2 4657679277017600384|084.80883098043| 0.1049|-69.14860255475| 0.1176|   -0.0745| 0.1109|    2.041| 0.208|    0.275| 0.222|       |
Gaia DR2 4657679380150800512|084.76435533540| 3.3272|-69.12399144372| 3.4070|          |       |         |      |         |      |       |
Gaia DR2 4657679384433947392|084.78040756892| 0.5299|-69.13792853883| 0.6556|    0.0259| 0.5314|    0.492| 1.163|    0.392| 1.170|       |
Gaia DR2 4657679350074209280|084.77082801046| 0.0974|-69.14811389512| 0.1201|    1.3205| 0.1011|   -4.970| 0.212|    1.325| 0.235|       |
Gaia DR2 4657679345791063680|084.76998768300| 3.9046|-69.14050780140| 3.7062|          |       |         |      |         |      |       |
Gaia DR2 4657679350074209792|084.77763211463| 0.1874|-69.14216166752| 0.2500|   -0.0858| 0.1982|    1.704| 0.404|    0.110| 0.448|       |
