#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-05-01T11:24:37 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ae6c6f14a55	
#INFO	-out.form=mini	
#INFO	-out.max=9999	
#INFO	queryParameters=24	
#-oc.form=dec
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&pos:VFTS 682( 10 arcmin J2000)&HTTPPRM:&&-ref=VIZ5ae6c6f14a55&-oc.form=dec&-c.r=25&-c.geom=b&-order=I&-out.orig=standard&-out=designation&-out=ra&-out=ra_error&-out=dec&-out=dec_error&-out=parallax&-out=parallax_error&-out=pmra&-out=pmra_error&-out=pmdec&-out=pmdec_error&-out=radial_velocity&-out=radial_velocity_error&-file=-c&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=unlimited&-out.form=| -Separated-Values&-c.eq=J2000&-c.u=arcsec&
#-out.add=_1
#-c.r=0
#-c.geom=b
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=RV
#-out=e_RV
#-out.max=9999
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_1	(A24)	The original question (from your input file)	[ucd=meta.id]
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
_1|DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|RV|e_RV
                        |Gaia DR2 4038916262262525824|270.64907208797| 1.0836|-35.85002892577| 0.9348|    0.4890| 1.4149|   -4.575| 2.284|   -5.543| 2.174|       |
                        |Gaia DR2 4038916262262539904|270.64981735784| 0.6009|-35.84834908842| 0.5805|   -1.7975| 0.6545|    1.986| 1.200|  -11.856| 1.065|       |
                        |Gaia DR2 4038916262262532608|270.64924152381| 1.3752|-35.84935920060| 1.3618|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262563328|270.64713876489| 0.3210|-35.84943965946| 0.2880|    1.8507| 0.3595|   -5.125| 0.561|   -5.798| 0.482|       |
                        |Gaia DR2 4038916262262557312|270.64845498052| 2.0315|-35.84863265233| 2.1013|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916257940295296|270.64920350882| 0.0941|-35.84731018156| 0.0786|    0.0079| 0.1111|   -3.536| 0.147|   -6.102| 0.131|       |
                        |Gaia DR2 4038916262262569344|270.64931252835| 0.7947|-35.84774530973| 0.8625|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262576256|270.64797087903| 0.4135|-35.84804520012| 0.3413|   -0.1400| 0.4968|   -6.663| 0.625|   -0.934| 0.554|       |
                        |Gaia DR2 4038916262262467584|270.65253237630| 0.4918|-35.85046905132| 0.4529|   -0.3837| 0.6252|   -0.213| 0.722|  -10.391| 0.667|       |
                        |Gaia DR2 4038916262262442240|270.65366307321| 0.5306|-35.85063757948| 0.4929|   -0.0178| 0.7629|   -1.379| 0.835|   -4.119| 0.748|       |
                        |Gaia DR2 4038916262262452352|270.65391196865| 0.3665|-35.84984043410| 0.3098|   -0.0483| 0.4312|   -5.335| 0.532|   -9.232| 0.480|       |
                        |Gaia DR2 4038916262262452224|270.65412792308|49.2183|-35.85001766473|48.8552|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262265412608|270.65274694502| 9.2304|-35.84991866932|10.1318|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262509952|270.65214496015| 0.7392|-35.84824782700| 0.5895|    2.2336| 0.8876|   -5.084| 1.151|   -4.156| 0.975|       |
                        |Gaia DR2 4038916262262486912|270.65179371252| 0.3631|-35.84997206491| 0.3214|   -0.2443| 0.4061|   -5.184| 0.537|   -2.837| 0.486|       |
                        |Gaia DR2 4038916262265228416|270.65298128507| 3.0643|-35.84857367075| 3.2662|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262480768|270.65415243657| 1.0216|-35.84825332280| 0.9676|    0.2714| 0.9870|    2.227| 1.859|   -6.354| 1.664|       |
                        |Gaia DR2 4038916262262495232|270.65368175485| 0.5476|-35.84781811361| 0.4863|   -0.5003| 0.6165|   -3.339| 0.913|   -7.993| 0.827|       |
                        |Gaia DR2 4038916262262454912|270.65580059809| 0.5929|-35.84807031645| 0.4931|    0.1679| 0.7272|   -4.882| 0.891|   -4.683| 0.789|       |
                        |Gaia DR2 4038916262368405120|270.65722442324| 0.0686|-35.84756926040| 0.0553|    0.4198| 0.0842|   -6.519| 0.095|   -2.488| 0.085|       |
                        |Gaia DR2 4038916262262467200|270.65617007739| 0.3139|-35.84736274302| 0.2672|   -0.2347| 0.3541|   -0.246| 0.436|   -4.296| 0.403|       |
                        |Gaia DR2 4038916262262475008|270.65807722152| 0.5424|-35.84529436198| 0.4724|   -0.4556| 0.6037|   -2.492| 0.817|   -6.688| 0.737|       |
                        |Gaia DR2 4038916262368405248|270.65781151486| 0.1752|-35.84734572968| 0.1617|    0.0992| 0.2557|   -1.433| 0.265|    0.488| 0.240|       |
                        |Gaia DR2 4038916262262520960|270.65454401214| 0.4831|-35.84549269986| 0.4652|   -0.0103| 0.4909|   -4.448| 0.871|   -4.092| 0.752|       |
                        |Gaia DR2 4038916257940301696|270.65606605612| 0.0405|-35.84640458298| 0.0364|    0.1011| 0.0444|   -2.882| 0.066|   -7.941| 0.056|       |
                        |Gaia DR2 4038916262264801408|270.65464813970| 1.2967|-35.84690095840| 0.9749|   -6.0860| 1.4555|   -0.530| 1.965|   -9.146| 1.643|       |
                        |Gaia DR2 4038916262262491904|270.65681368152| 0.5554|-35.84531027756| 0.4521|   -0.3205| 0.6158|   -4.180| 0.800|   -3.660| 0.712|       |
                        |Gaia DR2 4038916262265226496|270.65614863643| 0.6602|-35.84576414604| 0.4665|    0.4597| 0.6519|   -4.935| 0.941|   -5.957| 0.800|       |
                        |Gaia DR2 4038916262262524672|270.65207894547|10.1132|-35.84746951781| 9.2375|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262264802432|270.65141587258| 0.6175|-35.84852645541| 0.5777|    0.8538| 0.6992|    2.068| 1.023|   -2.663| 0.896|       |
                        |Gaia DR2 4038916262262558720|270.65070274251| 3.7243|-35.84662183820| 2.3840|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262368424960|270.65228877536| 0.3039|-35.84494305076| 0.2017|    0.3916| 0.3112|    3.760| 0.458|   -8.341| 0.363|       |
                        |Gaia DR2 4038916262368422144|270.65242745449| 0.0293|-35.84592247386| 0.0274|    0.0174| 0.0293|   -2.202| 0.053|   -5.475| 0.044|   6.37| 4.70
                        |Gaia DR2 4038916262262524800|270.65242447534| 0.4996|-35.84719081688| 0.4690|    1.6951| 0.5377|   -2.098| 0.919|  -12.044| 0.800|       |
                        |Gaia DR2 4038916262262561920|270.64990023578| 0.5127|-35.84718802739| 0.4548|    1.2447| 0.7505|   -2.569| 0.825|   -4.970| 0.732|       |
                        |Gaia DR2 4038916262262558592|270.65039821287| 0.3070|-35.84631001518| 0.2779|    0.2102| 0.3395|   -2.877| 0.542|   -1.005| 0.470|       |
                        |Gaia DR2 4038916262262590848|270.64983750755| 0.2453|-35.84569988705| 0.2215|    0.3892| 0.2788|   -2.527| 0.431|   -3.882| 0.371|       |
                        |Gaia DR2 4038916257960923776|270.64993928656| 0.0901|-35.84680318234| 0.0805|    0.0572| 0.0987|   -2.735| 0.161|   -1.877| 0.140|       |
                        |Gaia DR2 4038916262368429184|270.65147013315| 0.3881|-35.84432365364| 0.3541|    0.8599| 0.4267|   -5.138| 0.727|   -5.483| 0.652|       |
                        |Gaia DR2 4038916262262588800|270.65069320532| 0.4104|-35.84505639358| 0.3694|   -0.1308| 0.4884|   -4.182| 0.795|   -5.682| 0.747|       |
                        |Gaia DR2 4038916262262531968|270.65469474971| 0.5618|-35.84478900723| 0.5395|   -0.5448| 0.6078|   -1.947| 0.997|   -3.216| 0.830|       |
                        |Gaia DR2 4038916257940311168|270.65413599627| 0.0604|-35.84440329326| 0.0574|    0.0154| 0.0624|   -0.442| 0.110|   -7.088| 0.091|       |
                        |Gaia DR2 4038916262264806784|270.65581204752| 4.4336|-35.84295616688| 3.4238|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262599040|270.65196907547| 0.5195|-35.84290273072| 0.4677|   -0.0121| 0.3954|   -1.621| 0.775|   -2.513| 0.658|       |
                        |Gaia DR2 4038916262262598912|270.65210392759| 0.1747|-35.84261767169| 0.1556|    0.0936| 0.1952|   -4.050| 0.304|   -4.696| 0.261|       |
                        |Gaia DR2 4038916262262570112|270.65260665510| 0.4075|-35.84438418977| 0.3747|   -1.2040| 0.4406|   -2.351| 0.721|   -3.512| 0.617|       |
                        |Gaia DR2 4038916262368430592|270.65250714982| 0.5803|-35.84305555257| 0.5420|   -0.2781| 0.6678|   -1.862| 1.343|   -6.802| 1.325|       |
                        |Gaia DR2 4038916262262598784|270.65240922641| 0.1709|-35.84258326017| 0.1540|   -0.1605| 0.1813|   -1.461| 0.310|   -4.341| 0.272|       |
                        |Gaia DR2 4038916262262584704|270.65397628690| 0.7876|-35.84243343958| 0.7349|    0.2858| 0.8558|  -11.390| 1.638|   -9.665| 1.459|       |
                        |Gaia DR2 4038916262262617088|270.65247868389| 0.2637|-35.84203265731| 0.2365|    0.1508| 0.2832|    0.817| 0.460|   -3.644| 0.393|       |
                        |Gaia DR2 4038916262262584576|270.65390189131| 0.8143|-35.84208866833| 0.8577|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262616192|270.64222893611| 0.3222|-35.85085833961| 0.2924|   -0.6821| 0.3682|    0.107| 0.574|   -7.635| 0.498|       |
                        |Gaia DR2 4038916262262634752|270.64212381111| 0.8101|-35.84997080606| 0.7147|   -1.9725| 0.9450|   -0.698| 1.354|   -5.358| 1.129|       |
                        |Gaia DR2 4038916154886179200|270.64168720118| 0.3888|-35.85071830743| 0.3611|    0.9982| 0.4382|   -4.991| 0.808|   -5.761| 0.742|       |
                        |Gaia DR2 4038916262262637568|270.64238691704| 0.8704|-35.84954419290| 0.7440|    0.1558| 1.0187|   -4.288| 1.694|   -9.065| 1.417|       |
                        |Gaia DR2 4038916262266068480|270.64296343273|21.5740|-35.84891122732|20.5138|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262620032|270.64401558029| 0.2130|-35.84915827110| 0.1818|    0.3117| 0.2451|    0.649| 0.358|   -4.816| 0.305|       |
                        |Gaia DR2 4038916257940284544|270.64450222886| 0.0934|-35.84859988360| 0.0834|    0.3509| 0.1017|    0.862| 0.167|   -0.338| 0.145|       |
                        |Gaia DR2 4038916262262642048|270.64138893244| 0.4595|-35.85021226982| 0.4177|    0.0381| 0.4852|   -4.603| 0.867|   -5.401| 0.752|       |
                        |Gaia DR2 4038916257965394432|270.64171385607| 0.3308|-35.84927720979| 0.2953|    1.3399| 0.3663|    0.198| 0.580|   -6.123| 0.502|       |
                        |Gaia DR2 4038916262262685056|270.64195846799| 0.3609|-35.84725128745| 0.3024|    1.6849| 0.4015|   -4.727| 0.596|   -2.426| 0.506|       |
                        |Gaia DR2 4038916257965398144|270.64579356201| 0.2650|-35.84732047185| 0.2472|    0.3588| 0.3141|   -4.742| 0.475|   -3.233| 0.410|       |
                        |Gaia DR2 4038916262262620672|270.64566766449| 0.8486|-35.84768611470| 0.7830|    3.3065| 1.0518|   -1.986| 1.618|   -3.730| 1.572|       |
                        |Gaia DR2 4038916262262639232|270.64489495008| 0.8396|-35.84730921849| 0.7640|    3.3118| 1.5214|   -5.669| 1.471|   -3.770| 1.227|       |
                        |Gaia DR2 4038916262262610176|270.64639224551| 0.3075|-35.84762116781| 0.2880|    0.8140| 0.3432|   -0.979| 0.597|   -4.141| 0.539|       |
                        |Gaia DR2 4038916257960916608|270.64771247152| 0.2629|-35.84584334440| 0.2171|    0.3269| 0.3245|   -0.492| 0.392|   -6.451| 0.349|       |
                        |Gaia DR2 4038916262262626944|270.64658999054| 0.4816|-35.84657066697| 0.3975|   -0.6742| 0.6025|   -2.179| 0.766|   -9.704| 0.678|       |
                        |Gaia DR2 4038916262262622848|270.64720958647| 0.5661|-35.84624883303| 0.5517|   -0.5086| 0.6026|   -5.118| 1.124|   -8.016| 0.917|       |
                        |Gaia DR2 4038916262368445568|270.64399971425| 0.0647|-35.84519200736| 0.0576|    0.1651| 0.0696|   -3.427| 0.114|   -3.077| 0.096|       |
                        |Gaia DR2 4038916262262656896|270.64464302714| 0.3472|-35.84657774267| 0.3148|   -0.6704| 0.3957|   -4.421| 0.650|   -6.211| 0.582|       |
                        |Gaia DR2 4038916262262669568|270.64347977868| 0.6965|-35.84685451617| 0.5234|   -1.2597| 0.8723|   -1.404| 0.981|   -4.817| 0.850|       |
                        |Gaia DR2 4038916262262681344|270.64311445399| 0.3038|-35.84637785717| 0.2591|    0.2766| 0.3461|   -2.052| 0.510|   -4.375| 0.434|       |
                        |Gaia DR2 4038916262262690432|270.63996137821| 5.8887|-35.84852625424| 3.1345|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262713344|270.63914267626| 0.4132|-35.84813384404| 0.3838|   -2.6724| 0.5348|   -1.049| 0.830|   -9.202| 0.798|       |
                        |Gaia DR2 4038916262262690688|270.64033698978| 0.4136|-35.84819792792| 0.3610|    1.1593| 0.4424|   -7.319| 0.759|   -3.706| 0.662|       |
                        |Gaia DR2 4038916257965395200|270.64211313142| 0.4353|-35.84562328913| 0.3711|    0.8900| 0.5095|   -2.327| 0.755|   -6.427| 0.667|       |
                        |Gaia DR2 4038916262262731648|270.64115759413| 0.3173|-35.84534907907| 0.2857|   -0.2074| 0.3557|   -0.780| 0.557|   -5.431| 0.480|       |
                        |Gaia DR2 4038916257965395072|270.64194614350| 0.4173|-35.84628049640| 0.3656|    0.4396| 0.4958|   12.036| 0.711|  -17.850| 0.605|       |
                        |Gaia DR2 4038916262264828544|270.64052991255| 2.4400|-35.84584079328| 2.4307|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262264831744|270.63910135805| 0.7342|-35.84575545028| 0.7564|    0.2333| 0.8031|   -2.604| 1.490|   -5.070| 1.182|       |
                        |Gaia DR2 4038916262262778752|270.63766494761| 0.3381|-35.84580500064| 0.3088|   -0.8289| 0.3818|   -1.377| 0.641|   -3.732| 0.575|       |
                        |Gaia DR2 4038916262262772480|270.63936607802| 0.4839|-35.84475046230| 0.4806|   -0.0730| 0.5109|   -5.014| 0.980|   -8.420| 0.835|       |
                        |Gaia DR2 4038916262262753920|270.63974279845| 0.2917|-35.84541724861| 0.2645|    1.4115| 0.3340|   -1.268| 0.522|    0.163| 0.454|       |
                        |Gaia DR2 4038916262262782336|270.63952672414| 0.5916|-35.84400453398| 0.5437|   -0.9433| 0.4621|   -3.078| 1.087|   -7.655| 0.965|       |
                        |Gaia DR2 4038916262264831488|270.64025728109|19.1740|-35.84503470272|17.8599|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262264829056|270.64149138569| 0.6799|-35.84485555593| 0.5574|   -0.5882| 0.8435|   -4.649| 1.190|   -6.721| 1.098|       |
                        |Gaia DR2 4038916262262711040|270.64479221749| 0.4701|-35.84287522447| 0.4392|   -0.0518| 0.6022|   -5.874| 0.950|   -6.108| 0.906|       |
                        |Gaia DR2 4038916262262701952|270.64403164266| 0.1333|-35.84451421378| 0.1221|    0.2004| 0.1537|   -2.018| 0.239|   -5.954| 0.209|       |
                        |Gaia DR2 4038916262368460032|270.64037621593| 0.7080|-35.84314701324| 0.6755|    1.5603| 0.7936|   -0.001| 1.437|  -14.085| 1.339|       |
                        |Gaia DR2 4038916262262768128|270.64105657016| 0.1850|-35.84353479807| 0.1667|    1.3111| 0.2075|    0.563| 0.324|   -5.811| 0.280|       |
                        |Gaia DR2 4038916257940323456|270.64164020067| 0.0481|-35.84299762452| 0.0429|    0.1154| 0.0516|   -1.042| 0.085|   -7.520| 0.071|       |
                        |Gaia DR2 4038916262368457600|270.64216016098| 0.4907|-35.84243584571| 0.4085|   -1.8317| 0.5803|    1.232| 0.793|   -7.734| 0.701|       |
                        |Gaia DR2 4038916262262791168|270.64241810848| 1.0154|-35.84112277616| 0.8869|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262762112|270.64320189359| 0.5422|-35.84204549300| 0.4429|    0.2775| 0.7159|   -3.392| 0.835|   -7.583| 0.738|       |
                        |Gaia DR2 4038916262264814208|270.64838039050| 0.6373|-35.84515536291| 0.6812|    1.4723| 0.6971|   -0.082| 1.376|   -1.884| 1.153|       |
                        |Gaia DR2 4038916262262614528|270.64931786385| 1.7078|-35.84486530079| 1.8041|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262614400|270.64909965706| 0.7138|-35.84501172373| 0.6093|    2.9313| 0.8915|   -7.505| 1.323|    3.428| 1.214|       |
                        |Gaia DR2 4038916262262642944|270.64935275935| 0.5476|-35.84331077745| 0.4926|    0.1474| 0.6178|   -1.438| 0.906|   -4.258| 0.796|       |
                        |Gaia DR2 4038916262264818176|270.64945365568| 0.7790|-35.84213202354| 0.8233|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262265227008|270.64996242740| 0.9044|-35.84387780084| 0.7789|   -1.5446| 1.1153|   -0.568| 1.341|   -3.900| 1.196|       |
                        |Gaia DR2 4038916262265227392|270.64709102842| 0.7981|-35.84238895717| 0.7639|   -0.2659| 0.7497|   -4.481| 1.574|   -4.681| 1.335|       |
                        |Gaia DR2 4038916262262661120|270.64798170442| 0.4963|-35.84349401815| 0.4506|   -0.2366| 0.3979|    2.354| 0.895|   -4.359| 0.796|       |
                        |Gaia DR2 4038916262262706304|270.64804360363| 0.4314|-35.84082710493| 0.4026|    0.7648| 0.4868|   -4.171| 0.807|   -6.210| 0.728|       |
                        |Gaia DR2 4038916262262694400|270.64776655902| 0.6323|-35.84169013685| 0.5552|   -0.8964| 0.8938|    0.126| 0.973|   -7.310| 0.856|       |
                        |Gaia DR2 4038916262262641792|270.65090690473|34.8055|-35.84208435356|34.1772|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262641664|270.65054182340| 0.3420|-35.84184004506| 0.3545|   -0.4876| 0.3357|   -5.254| 0.663|   -4.797| 0.537|       |
                        |Gaia DR2 4038916262368436224|270.65271116533| 0.2029|-35.84056971744| 0.1816|    0.4099| 0.2258|   -3.575| 0.354|   -3.044| 0.303|       |
                        |Gaia DR2 4038916262262635264|270.65273725905| 0.1247|-35.84084375669| 0.1119|   -0.0783| 0.1387|   -2.718| 0.224|   -4.900| 0.196|       |
                        |Gaia DR2 4038916262262692352|270.64909563696| 0.2668|-35.84068465612| 0.2372|   -0.5487| 0.2963|   -4.925| 0.462|   -3.400| 0.397|       |
                        |Gaia DR2 4038916257940335744|270.64981476379| 0.0562|-35.84148598501| 0.0500|    0.1107| 0.0602|   -1.908| 0.099|   -6.085| 0.083|       |
                        |Gaia DR2 4038916262262695680|270.64970662890| 6.7065|-35.84039067484| 8.3049|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262668160|270.65067355263| 0.8856|-35.84073853103| 0.6914|   -1.2122| 1.0573|   -4.881| 1.762|   -5.145| 1.547|       |
                        |Gaia DR2 4038916262262695808|270.64961382200| 1.0363|-35.84007034193| 0.9504|   -0.6658| 1.1183|   -3.734| 1.867|   -4.231| 1.547|       |
                        |Gaia DR2 4038916262368442240|270.64999907786| 0.6044|-35.84116153372| 0.5933|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262692224|270.64873821328| 5.2031|-35.84086476650| 4.5648|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262716416|270.65049652184| 0.8476|-35.83814825556| 0.8186|   -1.9027| 0.8607|   -3.019| 1.644|   -8.540| 1.453|       |
                        |Gaia DR2 4038916262262704000|270.65112983698|16.4015|-35.83834083930|13.0040|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262710400|270.65002337258| 0.4610|-35.83897938097| 0.3896|   -0.6137| 0.5065|   -4.345| 0.617|   -7.989| 0.590|       |
                        |Gaia DR2 4038916262262685696|270.65079407640| 0.8864|-35.83957542134| 0.6176|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916257965400704|270.65032831683| 0.1476|-35.83935137703| 0.1362|    0.0975| 0.1715|   -1.119| 0.261|   -2.254| 0.223|       |
                        |Gaia DR2 4038916262262703872|270.65087620649| 0.2784|-35.83853587395| 0.2531|   -1.4460| 0.3346|  -10.648| 0.486|   -1.680| 0.426|       |
                        |Gaia DR2 4038916262264825728|270.64605922348| 0.7952|-35.84266182066| 0.7757|    4.0542| 0.8696|   -5.297| 1.626|   -8.548| 1.558|       |
                        |Gaia DR2 4038916262262753664|270.64541013333| 1.4645|-35.84055948461| 1.7911|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262731520|270.64488986698| 1.4882|-35.84215259165| 1.4259|   -1.0165| 1.2492|    3.467| 2.544|   -8.212| 2.454|       |
                        |Gaia DR2 4038916257965400448|270.64518087491| 0.2296|-35.84290987266| 0.2104|   -0.0855| 0.2551|    0.681| 0.409|   -1.449| 0.350|       |
                        |Gaia DR2 4038916262264826752|270.64663962386| 0.9292|-35.84169307022| 0.8598|    0.3185| 0.8639|   -0.024| 1.783|   -9.995| 1.522|       |
                        |Gaia DR2 4038916257965400576|270.64387828902| 0.3116|-35.84040814405| 0.2824|    0.1289| 0.2880|    1.159| 0.566|   -3.081| 0.482|       |
                        |Gaia DR2 4038916262262753408|270.64487466179| 1.1495|-35.84046569841| 1.1147|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262368456832|270.64374168748| 0.2753|-35.84125686741| 0.2478|    0.7689| 0.2957|   -2.700| 0.487|   -2.755| 0.419|       |
                        |Gaia DR2 4038916262262792448|270.64327223905| 3.9301|-35.84032598638| 4.0423|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262780672|270.64559108702| 0.0899|-35.83893078932| 0.0807|   -0.1379| 0.0937|   -4.084| 0.161|   -5.021| 0.136|       |
                        |Gaia DR2 4038916262262776832|270.64505271499|19.3642|-35.83964953781|17.6929|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262368456192|270.64626611624|20.6398|-35.83938891301|21.5075|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262368459136|270.64498841142| 0.0528|-35.83890917288| 0.0468|   -0.0792| 0.0571|   -3.310| 0.093|   -9.360| 0.079|       |
                        |Gaia DR2 4038916262262737536|270.64813419367|24.3508|-35.83916608801|23.4758|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262737664|270.64869063567| 3.2741|-35.83864000947| 1.0942|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916262262750592|270.64834080857| 0.2827|-35.83818707955| 0.2522|    0.0400| 0.3257|   -3.043| 0.502|   -3.969| 0.440|       |
                        |Gaia DR2 4038916262262748928|270.64760904406|22.6287|-35.83891761024|23.6519|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916257940349184|270.64832654642| 0.1116|-35.83892872697| 0.1068|    0.1216| 0.1170|    1.118| 0.209|   -4.490| 0.177|       |
                        |Gaia DR2 4038916257940356608|270.65077627161| 0.1407|-35.83763135061| 0.1319|    0.2598| 0.1489|   -0.980| 0.254|   -5.942| 0.213|       |
                        |Gaia DR2 4038916262262727936|270.64969506511| 0.8578|-35.83821332436| 0.8384|   -0.6930| 0.7236|   -5.506| 1.553|   -3.961| 1.357|       |
